,EPPO_CODE,synonym,ds_language,NCBI_TAXID,preferred_name,EFSA_PHT
1091,CERAVI,Davidsoniella virescens,,,Davidsoniella virescens,CeratocystisVirescens-PHT
1092,ELSICI,Elsinoë citricola,,,Elsinoë citricola,ElsinoeCitricola-PHT
1093,ELSIFA,Elsinoë fawcettii,,,Elsinoë fawcettii,ElsinoeAustralis-PHT
1094,ELSIFA,Elsinoë fawcettii,,,Elsinoë fawcettii,ElsinoeFawcettii-PHT
1095,1GYMNG,Gymnosporangium,,,Gymnosporangium,Gymnosporangium-PHT
1096,GYMNCF,Gymnosporangium clavariiforme,,,Gymnosporangium clavariiforme,Gymnosporangium-PHT
1097,GYMNCO,Gymnosporangium confusum,,,Gymnosporangium confusum,Gymnosporangium-PHT
1098,GYMNCR,Gymnosporangium cornutum,,,Gymnosporangium cornutum,Gymnosporangium-PHT
1099,GYMNFU,Gymnosporangium sabinae,,,Gymnosporangium sabinae,Gymnosporangium-PHT
1100,GYMNTR,Gymnosporangium tremelloides,,,Gymnosporangium tremelloides,Gymnosporangium-PHT
1101,PHELSU,Coniferiporia sulphurascens,,,Coniferiporia sulphurascens,ConiferiporiaSulphurascens-PHT
1102,INONWE,Coniferiporia weirii,,,Coniferiporia weirii,PhellinusWeirii-PHT
1103,MELMFA,Melampsora farlowii,,,Melampsora farlowii,MelampsoraFarlowii-PHT
1104,MELMMT,Melampsora medusae f. sp. tremuloidis,,,Melampsora medusae f. sp. tremuloidis,MelampsoraMedusae-PHT
1105,PHOMAN,Stagonosporopsis andigena,,,Stagonosporopsis andigena,StagonosporopsisAndigena-PHT
1106,GUIGCI,Phyllosticta citricarpa,,,Phyllosticta citricarpa,PhyllostictaCitricarpa-PHT
1107,PHYSSL,Phyllosticta solitaria,,,Phyllosticta solitaria,PhyllostictaSolitaria-PHT
1108,PHMPOM,Phymatotrichopsis omnivora,,,Phymatotrichopsis omnivora,PhymatotrichopsisOmnivora-PHT
1109,PHYTRA,Phytophthora ramorum,,,Phytophthora ramorum,PhytophthoraRamorum-PHT
1110,CERCAN,Pseudocercospora angolensis,,,Pseudocercospora angolensis,PseudocercosporaAngolensis-PHT
1111,CERSPD,Pseudocercospora pini-densiflorae,,,Pseudocercospora pini-densiflorae,PseudocercosporaPiniDensiflorae-PHT
1112,PUCCPT,Puccinia pittieriana,,,Puccinia pittieriana,PucciniaPittieriana-PHT
1113,SEPTLM,Septoria malagutii,,,Septoria malagutii,SeptoriaMalagutii-PHT
1114,MYCOPP,Sphaerulina musiva,,,Sphaerulina musiva,SphaerulinaMusiva-PHT
1115,GNOMUL,Stegophora ulmea,,,Stegophora ulmea,StegophoraUlmea-PHT
1116,THPHSO,Thecaphora solani,,,Thecaphora solani,ThecaphoraSolani-PHT
1117,NEOVIN,Tilletia indica,,,Tilletia indica,TilletiaIndica-PHT
1118,VENTNA,Venturia nashicola,,,Venturia nashicola,VenturiaNashicola-PHT
1119,AGRLAX,Agrilus anxius,,,Agrilus anxius,AgrilusAnxiusGory-PHT
1120,AGRLPL,Agrilus planipennis,,,Agrilus planipennis,AgrilusPlanipennis-PHT
1121,ALECWO,Aleurocanthus woglumi,,,Aleurocanthus woglumi,AleurocanthusWoglumi-PHT
1122,AMAZMA,Nemorimyza maculosa,,,Nemorimyza maculosa,NemorimyzaMaculosa-PHT
1123,ANMLOR,Exomala orientalis,,,Exomala orientalis,BlitoperthaOrientalis-PHT
1124,ANOLGL,Anoplophora glabripennis,,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
1125,ANTHBI,Anthonomus bisignifer,,,Anthonomus bisignifer,AnthonomusBisignifer-PHT
1126,ANTHEU,Anthonomus eugenii,,,Anthonomus eugenii,AnthonomusEugeniiCano-PHT
1127,ANTHGR,Anthonomus grandis grandis,,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
1128,TACYQU,Anthonomus quadrigibbus,,,Anthonomus quadrigibbus,TachypterellusQuadrigibbus-PHT
1129,ANTHSI,Anthonomus signatus,,,Anthonomus signatus,AnthonomusBisignifer-PHT
1130,ANTHSI,Anthonomus signatus,,,Anthonomus signatus,AnthonomusSignatus-PHT
1131,ARRHMI,Arrhenodes minutus,,,Arrhenodes minutus,ArrhenodesMinutus-PHT
1132,ASCXEP,Aschistonyx eppoi,,,Aschistonyx eppoi,AschistonyxEppoi-PHT
1133,PARZCO,Bactericera cockerelli,,,Bactericera cockerelli,BactericeraCockerelli-PHT
1134,BEMITA,Bemisia tabaci,,,Bemisia tabaci,BemisiaTabaci-PHT
1135,CARSSA,Carposina sasakii,,,Carposina sasakii,CarposinaNiponensis-PHT
1136,CARSSA,Carposina sasakii,,,Carposina sasakii,CarposinaSasakii-PHT
1137,CARNFU,Xyphon fulgidum,,,Xyphon fulgidum,XyphonFulgidum-PHT
1138,DRAEMI,Draeculacephala minerva,,,Draeculacephala minerva,DraeculacephalaMinerva-PHT
1139,GRCPAT,Graphocephala atropunctata,,,Graphocephala atropunctata,Cicadellidae-PHT
1140,GRCPAT,Graphocephala atropunctata,,,Graphocephala atropunctata,GraphocephalaAtropunctata-PHT
1141,HOMLTR,Homalodisca vitripennis,,,Homalodisca vitripennis,HomalodiscaVitripennis-PHT
1142,CONHNE,Conotrachelus nenuphar,,,Conotrachelus nenuphar,ConotrachelusNenuphar-PHT
1143,DENDSI,Dendrolimus sibiricus,,,Dendrolimus sibiricus,DendrolimuSibiricus-PHT
1144,DIABLO,Diabrotica barberi,,,Diabrotica barberi,DiabroticaBarberi-PHT
1145,DIABUH,Diabrotica undecimpunctata howardi,,,Diabrotica undecimpunctata howardi,DiabroticaUndecimpunctataHowardi-PHT
1146,DIABUH,Diabrotica undecimpunctata howardi,,,Diabrotica undecimpunctata howardi,DiabroticaUndecimpunctataUndecimpunctata-PHT
1147,DIABUN,Diabrotica undecimpunctata undecimpunctata,,,Diabrotica undecimpunctata undecimpunctata,DiabroticaUndecimpunctataUndecimpunctata-PHT
1148,DIABVZ,Diabrotica virgifera zeae,,,Diabrotica virgifera zeae,DiabroticaVirgiferaZeae-PHT
1149,DIAACI,Diaphorina citri,,,Diaphorina citri,DiaphorinaCitriKuway-PHT
1150,EOTELE,Eotetranychus lewisi,,,Eotetranychus lewisi,EotetranychusLewisi-PHT
1151,CYDIIN,Grapholita inopinata,,,Grapholita inopinata,GrapholitaInopinata-PHT
1152,LASPPA,Grapholita packardi,,,Grapholita packardi,GrapholitaPackardi-PHT
1153,LASPPR,Grapholita prunivora,,,Grapholita prunivora,GrapholitaPrunivora-PHT
1154,HELIZE,Helicoverpa zea,,,Helicoverpa zea,HelicoverpaZea-PHT
1155,HISHPH,Hishimonus phycitis,,,Hishimonus phycitis,HishimonusPhycitis-PHT
1156,GNORLY,Keiferia lycopersicella,,,Keiferia lycopersicella,KeiferiaLycopersicella-PHT
1157,LOPLJA,Lopholeucaspis japonica,,,Lopholeucaspis japonica,LopholeucaspisJaponica-PHT
1158,LIRISA,Liriomyza sativae,,,Liriomyza sativae,LiriomyzaSativae-PHT
1159,HYROBO,Listronotus bonariensis,,,Listronotus bonariensis,ListronotusBonariensis-PHT
1160,1MARGG,Margarodes,,,Margarodes,MargarodesPrieskaensis-PHT
1161,1MARGG,Margarodes,,,Margarodes,MargarodesVitis-PHT
1162,1MARGG,Margarodes,,,Margarodes,MargarodesVredendalensis-PHT
1163,MARGPR,Margarodes prieskaensis,,,Margarodes prieskaensis,MargarodesPrieskaensis-PHT
1164,MARGPR,Margarodes prieskaensis,,,Margarodes prieskaensis,MargarodesVitis-PHT
1165,MARGPR,Margarodes prieskaensis,,,Margarodes prieskaensis,MargarodesVredendalensis-PHT
1166,MARGVI,Margarodes vitis,,,Margarodes vitis,MargarodesPrieskaensis-PHT
1167,MARGVI,Margarodes vitis,,,Margarodes vitis,MargarodesVitis-PHT
1168,MARGVI,Margarodes vitis,,,Margarodes vitis,MargarodesVredendalensis-PHT
1169,MARGVR,Margarodes vredendalensis,,,Margarodes vredendalensis,MargarodesPrieskaensis-PHT
1170,MARGVR,Margarodes vredendalensis,,,Margarodes vredendalensis,MargarodesVitis-PHT
1171,MARGVR,Margarodes vredendalensis,,,Margarodes vredendalensis,MargarodesVredendalensis-PHT
1172,1MONCG,Monochamus,,,Monochamus,Monochamus-PHT
1173,MYNDCR,Haplaxius crudus,,,Haplaxius crudus,HaplaxiusCrudus-PHT
1174,GRAGLE,Naupactus leucoloma,,,Naupactus leucoloma,NaupactusLeucolomaBoheman-PHT
1175,NEOLEL,Neoleucinodes elegantalis,,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
1176,OEMOHI,Oemona hirta,,,Oemona hirta,OemonaHirta-PHT
1177,OLIGPD,Oligonychus perditus,,,Oligonychus perditus,OligonychusPerditus-PHT
1178,PISOFA,Pissodes fasciatus,,,Pissodes fasciatus,PissodesFasciatus-PHT
1179,PISONE,Pissodes nemorensis,,,Pissodes nemorensis,PissodesNemorensis-PHT
1180,PISONI,Pissodes nitidus,,,Pissodes nitidus,PissodesNitidus-PHT
1181,PISOPU,Pissodes punctatus,,,Pissodes punctatus,PissodesPunctatus-PHT
1182,PISOST,Pissodes strobi,,,Pissodes strobi,PissodesStrobi-PHT
1183,PISOTE,Pissodes terminalis,,,Pissodes terminalis,PissodesTerminalis-PHT
1184,PISOYU,Pissodes yunnanensis,,,Pissodes yunnanensis,PissodesYunnanensis-PHT
1185,POLGPR,Polygraphus proximus,,,Polygraphus proximus,PolygraphusProximus-PHT
1186,1PREMG,Premnotrypes,,,Premnotrypes,Premnotrypes-PHT
1187,PSDPMI,Pseudopityophthorus minutissimus,,,Pseudopityophthorus minutissimus,PseudopityophthorusMinutissimus-PHT
1188,PSDPPR,Pseudopityophthorus pruinosus,,,Pseudopityophthorus pruinosus,PseudopityophthorusPruinosus-PHT
1189,RHIOHI,Ripersiella hibisci,,,Ripersiella hibisci,RhizoecusHibisci-PHT
1190,RHYCPA,Rhynchophorus palmarum,,,Rhynchophorus palmarum,RhynchophorusPalmarum-PHT
1191,SAPECN,Saperda candida,,,Saperda candida,SaperdaCandida-PHT
1192,SCITAU,Scirtothrips aurantii,,,Scirtothrips aurantii,ScirtothripsAurantii-PHT
1193,SCITCI,Scirtothrips citri,,,Scirtothrips citri,ScirtothripsCitri-PHT
1194,SCITDO,Scirtothrips dorsalis,,,Scirtothrips dorsalis,ScirtothripsDorsalis-PHT
1195,PRODER,Spodoptera eridania,,,Spodoptera eridania,SpodopteraEridania-PHT
1196,LAPHFR,Spodoptera frugiperda,,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
1197,PRODLI,Spodoptera litura,,,Spodoptera litura,SpodopteraLitura-PHT
1198,TECASO,Tecia solanivora,,,Tecia solanivora,TeciaSolanivora-PHT
1199,1TEPHF,Tephritidae,,,Tephritidae,Tephritidae-PHT
1200,ANSTFR,Anastrepha fraterculus,,,Anastrepha fraterculus,AnastrephaFraterculus-PHT
1201,ANSTFR,Anastrepha fraterculus,,,Anastrepha fraterculus,Tephritidae-PHT
1202,ANSTLU,Anastrepha ludens,,,Anastrepha ludens,AnastrephaLudens-PHT
1203,ANSTLU,Anastrepha ludens,,,Anastrepha ludens,Tephritidae-PHT
1204,ANSTOB,Anastrepha obliqua,,,Anastrepha obliqua,AnastrephaObliqua-PHT
1205,ANSTOB,Anastrepha obliqua,,,Anastrepha obliqua,Tephritidae-PHT
1206,ANSTSU,Anastrepha suspensa,,,Anastrepha suspensa,AnastrephaSuspensa-PHT
1207,ANSTSU,Anastrepha suspensa,,,Anastrepha suspensa,Tephritidae-PHT
1208,DACUDO,Bactrocera dorsalis,,,Bactrocera dorsalis,BactroceraDorsalis-PHT
1209,DACUDO,Bactrocera dorsalis,,,Bactrocera dorsalis,BactroceraTsuneonis-PHT
1210,DACUDO,Bactrocera dorsalis,,,Bactrocera dorsalis,ZeugodacusCucurbitae-PHT
1211,DACUTR,Bactrocera tryoni,,,Bactrocera tryoni,BactroceraTryoni-PHT
1212,DACUTR,Bactrocera tryoni,,,Bactrocera tryoni,BactroceraTsuneonis-PHT
1213,DACUTR,Bactrocera tryoni,,,Bactrocera tryoni,ZeugodacusCucurbitae-PHT
1214,DACUTS,Bactrocera tsuneonis,,,Bactrocera tsuneonis,BactroceraTsuneonis-PHT
1215,DACUTS,Bactrocera tsuneonis,,,Bactrocera tsuneonis,ZeugodacusCucurbitae-PHT
1216,DACUZO,Bactrocera zonata,,,Bactrocera zonata,BactroceraTsuneonis-PHT
1217,DACUZO,Bactrocera zonata,,,Bactrocera zonata,BactroceraZonata-PHT
1218,DACUZO,Bactrocera zonata,,,Bactrocera zonata,ZeugodacusCucurbitae-PHT
1219,DACUCI,Dacus ciliatus,,,Dacus ciliatus,DacusCiliatus-PHT
1220,DACUCI,Dacus ciliatus,,,Dacus ciliatus,Tephritidae-PHT
1221,EPOCCA,Euphranta canadensis,,,Euphranta canadensis,EuphrantaCanadensis-PHT
1222,EPOCCA,Euphranta canadensis,,,Euphranta canadensis,Tephritidae-PHT
1223,CERTCY,Neoceratitis cyanescens,,,Neoceratitis cyanescens,NeoceratitisCyanescens-PHT
1224,CERTQU,Ceratitis quinaria,,,Ceratitis quinaria,CeratitisQuinaria-PHT
1225,CERTRO,Ceratitis rosa,,,Ceratitis rosa,CeratitisRosa-PHT
1226,RHACJA,Euphranta japonica,,,Euphranta japonica,EuphrantaJaponica-PHT
1227,RHAGFA,Rhagoletis fausta,,,Rhagoletis fausta,RhagoletisFausta-PHT
1228,RHAGFA,Rhagoletis fausta,,,Rhagoletis fausta,Tephritidae-PHT
1229,RHAGIN,Rhagoletis indifferens,,,Rhagoletis indifferens,RhagoletisIndifferens-PHT
1230,RHAGIN,Rhagoletis indifferens,,,Rhagoletis indifferens,Tephritidae-PHT
1231,RHAGME,Rhagoletis mendax,,,Rhagoletis mendax,RhagoletisMendax-PHT
1232,RHAGME,Rhagoletis mendax,,,Rhagoletis mendax,Tephritidae-PHT
1233,RHAGPO,Rhagoletis pomonella,,,Rhagoletis pomonella,RhagoletisPomonella-PHT
1234,RHAGPO,Rhagoletis pomonella,,,Rhagoletis pomonella,Tephritidae-PHT
1235,RHAGRI,Rhagoletis ribicola,,,Rhagoletis ribicola,RhagoletisRibicola-PHT
1236,RHAGRI,Rhagoletis ribicola,,,Rhagoletis ribicola,Tephritidae-PHT
1237,RHAGSU,Rhagoletis suavis,,,Rhagoletis suavis,RhagoletisSuavis-PHT
1238,RHAGSU,Rhagoletis suavis,,,Rhagoletis suavis,Tephritidae-PHT
1239,DACUCU,Zeugodacus cucurbitae,,,Zeugodacus cucurbitae,ZeugodacusCucurbitae-PHT
1240,ARGPLE,Thaumatotibia leucotreta,,,Thaumatotibia leucotreta,ThaumatotibiaLeucotreta-PHT
1241,THRIPL,Thrips palmi,,,Thrips palmi,ThripsPalmi-PHT
1242,UNASCI,Unaspis citri,,,Unaspis citri,UnaspisCitri-PHT
1243,HIRSGR,Hirschmanniella gracilis,,,Hirschmanniella gracilis,Hirschmanniellaspp-PHT
1244,LONGDI,Longidorus diadecturus,,,Longidorus diadecturus,LongidorusDiadecturus-PHT
1245,NACOBA,Nacobbus aberrans,,,Nacobbus aberrans,NacobbusAberrans-PHT
1246,XIPHAA,Xiphinema americanum sensu stricto,,,Xiphinema americanum sensu stricto,XiphinemaAmericanum-PHT
1247,XIPHBC,Xiphinema bricolense,,,Xiphinema bricolense,XiphinemaBricolense-PHT
1248,XIPHCA,Xiphinema californicum,,,Xiphinema californicum,XiphinemaAmericanum-PHT
1249,XIPHCA,Xiphinema californicum,,,Xiphinema californicum,XiphinemaCalifornicum-PHT
1250,XIPHNA,Xiphinema neoamericanum,,,Xiphinema neoamericanum,XiphinemaNeoamericanum-PHT
1251,XIPHRI,Xiphinema rivesi,,,Xiphinema rivesi,XiphinemaRivesi-PHT
1252,XIPHTA,Xiphinema tarjanense,,,Xiphinema tarjanense,XiphinemaTarjanense-PHT
1253,1AREG,Arceuthobium,,,Arceuthobium,Arceuthobium-PHT
1254,AREAZ,Arceuthobium azoricum,,,Arceuthobium azoricum,Arceuthobium-PHT
1255,AREOX,Arceuthobium oxycedri,,,Arceuthobium oxycedri,Arceuthobium-PHT
1256,BCTV00,Beet curly top virus,,,Beet curly top virus,BeetCurlyTopVirus-PHT
1257,CCCVD0,Coconut cadang-cadang viroid,,,Coconut cadang-cadang viroid,CoconutCadangCadangViroid-PHT
1258,CSNV00,Chrysanthemum stem necrosis virus,,,Chrysanthemum stem necrosis virus,ChrysanthemumStemNecrosis-PHT
1259,CTV000,Citrus tristeza virus,,,Citrus tristeza virus,CitrusTristezaVirus-PHT
1260,CILV00,Citrus leprosis disease,,,Citrus leprosis disease,CitrusLeprosisVirus-PHT
1261,CILVC0,Citrus leprosis virus C,,,Citrus leprosis virus C,CitrusLeprosisVirus-PHT
1262,CILVC2,Citrus leprosis virus C2,,,Citrus leprosis virus C2,CitrusLeprosisVirus-PHT
1263,PHYP56,Coconut lethal yellowing phytoplasma,,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingMycoplasm-PHT
1264,PHYP56,Coconut lethal yellowing phytoplasma,,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingPhytoplasmas-PHT
1265,APLV00,Andean potato latent virus,,,Andean potato latent virus,AndeanPotatoLatentVirus-PHT
1266,APMOV0,Andean potato mottle virus,,,Andean potato mottle virus,AndeanPotatoMottleVirus-PHT
1267,AVBO00,Arracacha virus B oca strain,,,Arracacha virus B oca strain,ArracachaVirusB-PHT
1268,PBRSV0,Potato black ringspot virus,,,Potato black ringspot virus,PotatoBlackRingspotVirus-PHT
1269,PVT000,Potato virus T,,,Potato virus T,PotatoVirusT-PHT
1270,PVA000,Potato virus A,,,Potato virus A,PotatoLeafrollVirus-PHT
1271,PVA000,Potato virus A,,,Potato virus A,PotatoVirusA-PHT
1272,PVM000,Potato virus M,,,Potato virus M,PotatoLeafrollVirus-PHT
1273,PVM000,Potato virus M,,,Potato virus M,PotatoVirusM-PHT
1274,PVS000,Potato virus S,,,Potato virus S,PotatoLeafrollVirus-PHT
1275,PVS000,Potato virus S,,,Potato virus S,PotatoVirusS-PHT
1276,PVV000,Potato virus V,,,Potato virus V,PotatoLeafrollVirus-PHT
1277,PVV000,Potato virus V,,,Potato virus V,PotatoVirusV-PHT
1278,PVX000,Potato virus X,,,Potato virus X,PotatoLeafrollVirus-PHT
1279,PVX000,Potato virus X,,,Potato virus X,PotatoVirusX-PHT
1280,PVY000,Potato virus Y,,,Potato virus Y,PotatoLeafrollVirus-PHT
1281,PVY000,Potato virus Y,,,Potato virus Y,PotatoVirusY-PHT
1282,PVYN00,Potato virus Y tobacco veinal necrosis strain,,,Potato virus Y tobacco veinal necrosis strain,PotatoLeafrollVirus-PHT
1283,PVYN00,Potato virus Y tobacco veinal necrosis strain,,,Potato virus Y tobacco veinal necrosis strain,PotatoVirusY-PHT
1284,PVYC00,Potato virus Y stipple streak strain,,,Potato virus Y stipple streak strain,PotatoLeafrollVirus-PHT
1285,PVYC00,Potato virus Y stipple streak strain,,,Potato virus Y stipple streak strain,PotatoVirusY-PHT
1286,PLRV00,Potato leafroll virus,,,Potato leafroll virus,PotatoLeafrollVirus-PHT
1287,SDV000,Satsuma dwarf virus,,,Satsuma dwarf virus,CitrusYellowMosaicVirus-PHT
1288,SDV000,Satsuma dwarf virus,,,Satsuma dwarf virus,SatsumaDwarfVirus-PHT
1289,TRSV00,Tobacco ringspot virus,,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
1290,TRSV00,Tobacco ringspot virus,,,Tobacco ringspot virus,TomatoRingspotVirus-PHT
1291,TORSV0,Tomato ringspot virus,,,Tomato ringspot virus,TomatoRingspotVirus-PHT
1292,BLMOV0,Blueberry leaf mottle virus,,,Blueberry leaf mottle virus,BlueberryLeafMottleVirus-PHT
1293,CRLV00,Cherry rasp leaf virus,,,Cherry rasp leaf virus,CherryRaspLeafVirus-PHT
1294,PCMV00,Peach mosaic virus,,,Peach mosaic virus,PeachMosaicVirus-PHT
1295,PCMV00,Peach mosaic virus,,,Peach mosaic virus,PeachRosetteMosaicVirus-PHT
1296,PRMV00,Peach rosette mosaic virus,,,Peach rosette mosaic virus,PeachRosetteMosaicVirus-PHT
1297,APLPV0,American plum line pattern virus,,,American plum line pattern virus,AmericanPlumLinePatternVirus-PHT
1298,RLCV00,Raspberry leaf curl virus,,,Raspberry leaf curl virus,RaspberryLeafCurlVirus-PHT
1299,TOLCND,Tomato leaf curl New Delhi virus,,,Tomato leaf curl New Delhi virus,TomatoLeafCurlNewDelhiVirus-PHT
1300,CPMMV0,Cowpea mild mottle virus,,,Cowpea mild mottle virus,BemisiaTabaci-PHT
1301,CPMMV0,Cowpea mild mottle virus,,,Cowpea mild mottle virus,CowpeaMildMottleVirus-PHT
1302,LIYV00,Lettuce infectious yellows virus,,,Lettuce infectious yellows virus,BemisiaTabaci-PHT
1303,LIYV00,Lettuce infectious yellows virus,,,Lettuce infectious yellows virus,LettuceInfectiousYellowsVirus-PHT
1304,MYAV00,Melon yellowing-associated virus,,,Melon yellowing-associated virus,MelonYellowingAssociatedVirus-PHT
1305,SPCSV0,Sweet potato chlorotic stunt virus,,,Sweet potato chlorotic stunt virus,SweetPotatoChloroticStuntVirus-PHT
1306,SPMMV0,Sweet potato mild mottle virus,,,Sweet potato mild mottle virus,SweetPotatoMildMottleVirus-PHT
1307,TOCHV0,Tomato chocolàte virus,,,Tomato chocolàte virus,TomatoChocolateVirus-PHT
1308,TOANV0,Tomato marchitez virus,,,Tomato marchitez virus,TomatoMarchitezVirus-PHT
1309,TOMMOV,Tomato mild mottle virus,,,Tomato mild mottle virus,TomatoMildMottleVirus-PHT
1310,CORBSE,Clavibacter sepedonicus,,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
1311,RALSSL,Ralstonia solanacearum,,,Ralstonia solanacearum,RalstoniaSolanacearum-PHT
1312,XYLEFA,Xylella fastidiosa,,,Xylella fastidiosa,XylellaFastidiosa-PHT
1313,GIBBCI,Fusarium circinatum,,,Fusarium circinatum,FusariumCircinatum-PHT
1314,GEOHMO,Geosmithia morbida,,,Geosmithia morbida,GeosmithiaMorbida-PHT
1315,SYNCEN,Synchytrium endobioticum,,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
1316,ALECSN,Aleurocanthus spiniferus,,,Aleurocanthus spiniferus,Aleurocanthus-PHT
1317,ALECSN,Aleurocanthus spiniferus,,,Aleurocanthus spiniferus,AleurocanthusSpiniferus-PHT
1318,ANOLCN,Anoplophora chinensis,,,Anoplophora chinensis,AnoplophoraChinensis-PHT
1319,AROMBU,Aromia bungii,,,Aromia bungii,AromiaBungii-PHT
1320,PITOJU,Pityophthorus juglandis,,,Pityophthorus juglandis,PityophthorusJuglandis-PHT
1321,POPIJA,Popillia japonica,,,Popillia japonica,PopilliaJaponica-PHT
1322,TOXOCI,Aphis citricidus,,,Aphis citricidus,ToxopteraCitricida-PHT
1323,TRIZER,Trioza erytreae,,,Trioza erytreae,TriozaErytreae-PHT
1324,1POMAG,Pomacea,,,Pomacea,Pomacea-PHT
1325,BURSXY,Bursaphelenchus xylophilus,,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1326,HETDPA,Globodera pallida,,,Globodera pallida,GloboderaPallida-PHT
1327,HETDRO,Globodera rostochiensis,,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1328,MELGCH,Meloidogyne chitwoodi,,,Meloidogyne chitwoodi,MeloidogyneChitwoodi-PHT
1329,MELGFA,Meloidogyne fallax,,,Meloidogyne fallax,MeloidogyneFallax-PHT
1330,,Pseudomonas syringae pv. retacarpa,,ncbi:264456,Pseudomonas syringae pv. retacarpa,PseudomonasSyringaePvActinidiae-PHT
1331,,Cladosporium sp. BADHUN 0701,,ncbi:555699,Cladosporium sp. BADHUN 0701,CladosporiumSp-PHT
1332,,Draeculacephala sp. BIOUG26718 H08,,ncbi:2180012,Draeculacephala sp. BIOUG26718-H08,DraeculacephalaSp-PHT
1333,,"Choristoneura occidentalis biennis Freeman, 1967",,ncbi:2911890,Choristoneura occidentalis biennis,ChoristoneuraOccidentalisBiennis-PHT
