,EPPO_CODE,synonym,ds_language,NCBI_TAXID,preferred_name,EFSA_PHT
534,POLGPR,polygraphe du sapin de Maries,fr,,Polygraphus proximus,PolygraphusProximus-PHT
535,POLGPR,polygraphe du sapin de Maries,fr,,Polygraphus proximus,ScolytusMorawitzi-PHT
536,POLGPR,トドマツキクイムｊシ,ja,,Polygraphus proximus,ScolytusMorawitzi-PHT
537,POLGPR,yссурийскоий полиграф,ru,,Polygraphus proximus,PolygraphusProximus-PHT
538,POLGPR,yссурийскоий полиграф,ru,,Polygraphus proximus,ScolytusMorawitzi-PHT
539,POLGPR,пихтовый полиграф,ru,,Polygraphus proximus,PolygraphusProximus-PHT
540,POLGPR,пихтовый полиграф,ru,,Polygraphus proximus,ScolytusMorawitzi-PHT
541,POLGPR,Уссурийский полиграф,ru,,Polygraphus proximus,PolygraphusProximus-PHT
542,PSDPMI,oak bark beetle,en,,Pseudopityophthorus minutissimus,PseudopityophthorusMinutissimus-PHT
543,PSDPMI,oak bark beetle,en,,Pseudopityophthorus minutissimus,PseudopityophthorusPruinosus-PHT
544,PSDPPR,oak bark beetle,en,,Pseudopityophthorus pruinosus,PseudopityophthorusMinutissimus-PHT
545,PSDPPR,oak bark beetle,en,,Pseudopityophthorus pruinosus,PseudopityophthorusPruinosus-PHT
546,RHIOHI,root mealybug,en,,Ripersiella hibisci,RhizoecusHibisci-PHT
547,RHIOHI,Гибискусовый корневой червец,ru,,Ripersiella hibisci,RhizoecusHibisci-PHT
548,RHYCPA,palm marrow weevil,en,,Rhynchophorus palmarum,RhynchophorusPalmarum-PHT
549,RHYCPA,palm weevil,en,,Rhynchophorus palmarum,RhynchophorusPalmarum-PHT
550,RHYCPA,South American palm weevil,en,,Rhynchophorus palmarum,RhynchophorusPalmarum-PHT
551,RHYCPA,neotropischer Palmenrüssler,de,,Rhynchophorus palmarum,RhynchophorusPalmarum-PHT
552,RHYCPA,charançon du palmier,fr,,Rhynchophorus palmarum,RhynchophorusPalmarum-PHT
553,RHYCPA,gorgojo prieto de la palma,es,,Rhynchophorus palmarum,RhynchophorusPalmarum-PHT
554,RHYCPA,mayate prieto del cocotero,es,,Rhynchophorus palmarum,RhynchophorusPalmarum-PHT
555,RHYCPA,picudo negro de la palma,es,,Rhynchophorus palmarum,RhynchophorusPalmarum-PHT
556,SAPECN,Rundköpfiger Apfelbaumbohrer,de,,Saperda candida,SaperdaCandida-PHT
557,SAPECN,saperde du pommier,fr,,Saperda candida,SaperdaCandida-PHT
558,SAPECN,barrenador de tallos,es,,Saperda candida,SaperdaCandida-PHT
559,SAPECN,Яблоневый круглоголовый усач-скрипун,ru,,Saperda candida,SaperdaCandida-PHT
560,SCITAU,South African citrus thrips,en,,Scirtothrips aurantii,ScirtothripsAurantii-PHT
561,SCITAU,Zitrusblasenfuß,de,,Scirtothrips aurantii,ScirtothripsAurantii-PHT
562,SCITAU,thrips sud-africain des agrumes,fr,,Scirtothrips aurantii,ScirtothripsAurantii-PHT
563,SCITCI,California citrus thrips,en,,Scirtothrips citri,ScirtothripsCitri-PHT
564,SCITCI,citrus thrips,en,,Scirtothrips citri,ScirtothripsCitri-PHT
565,SCITCI,Kakaothrips,de,,Scirtothrips citri,ScirtothripsCitri-PHT
566,SCITCI,Orangenblasenfuß,de,,Scirtothrips citri,ScirtothripsCitri-PHT
567,SCITCI,thrips californien des agrumes,fr,,Scirtothrips citri,ScirtothripsCitri-PHT
568,SCITCI,thrips des agrumes,fr,,Scirtothrips citri,ScirtothripsCitri-PHT
569,SCITCI,thrips du cacaoyer,fr,,Scirtothrips citri,ScirtothripsCitri-PHT
570,SCITCI,trips del cacao,es,,Scirtothrips citri,ScirtothripsCitri-PHT
571,SCITCI,trips de los cítricos,es,,Scirtothrips citri,ScirtothripsCitri-PHT
572,SCITCI,tripide del cacao,it,,Scirtothrips citri,ScirtothripsCitri-PHT
573,SCITDO,Assam thrips,en,,Scirtothrips dorsalis,ScirtothripsDorsalis-PHT
574,SCITDO,chilli thrips,en,,Scirtothrips dorsalis,ScirtothripsDorsalis-PHT
575,SCITDO,flower thrips,en,,Scirtothrips dorsalis,ScirtothripsDorsalis-PHT
576,SCITDO,strawberry thrips,en,,Scirtothrips dorsalis,ScirtothripsDorsalis-PHT
577,SCITDO,yellow tea thrips,en,,Scirtothrips dorsalis,ScirtothripsDorsalis-PHT
578,SCITDO,nordindischer Teeblasenfuß,de,,Scirtothrips dorsalis,ScirtothripsDorsalis-PHT
579,SCITDO,thrips jaune du théier,fr,,Scirtothrips dorsalis,ScirtothripsDorsalis-PHT
580,SCITDO,tya-no-kiiro-azamiuma,ja,,Scirtothrips dorsalis,ScirtothripsDorsalis-PHT
581,SCITDO,チャノキイロアザミウマ,ja,,Scirtothrips dorsalis,ScirtothripsDorsalis-PHT
582,PRODER,semitropical armyworm,en,,Spodoptera eridania,SpodopteraEridania-PHT
583,PRODER,southern armyworm,en,,Spodoptera eridania,SpodopteraEridania-PHT
584,PRODER,southern armyworm,en,,Spodoptera eridania,SpodopteraFrugiperda-PHT
585,PRODER,gusano cortador,es,,Spodoptera eridania,CopitarsiaTurbata-PHT
586,PRODER,gusano cortador,es,,Spodoptera eridania,SpodopteraEridania-PHT
587,PRODER,gusano negro,es,,Spodoptera eridania,SpodopteraEridania-PHT
588,PRODER,gusano negro,es,,Spodoptera eridania,SpodopteraLitura-PHT
589,PRODLI,gusano negro,es,,Spodoptera litura,SpodopteraEridania-PHT
590,PRODLI,gusano negro,es,,Spodoptera litura,SpodopteraLitura-PHT
591,PRODER,Южная совка,ru,,Spodoptera eridania,SpodopteraEridania-PHT
592,LAPHFR,corn leaf worm,en,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
593,LAPHFR,fall armyworm,en,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
594,LAPHFR,grass worm,en,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
595,LAPHFR,southern grass worm,en,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
596,LAPHFR,Heerwurm,de,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
597,LAPHFR,cogollero del maíz,es,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
598,LAPHFR,grillo cogollero,es,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
599,LAPHFR,gusano cogollero del maíz,es,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
600,LAPHFR,isoca militar tardia,es,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
601,LAPHFR,oruga negra,es,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
602,LAPHFR,laphygma frugiperda,it,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
603,LAPHFR,curuquere-dos-capinzais,pt,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
604,LAPHFR,curuquere-dos-milharais,pt,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
605,LAPHFR,lagarta-do-cartucho-do-milho,pt,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
606,LAPHFR,lagarta-militar,pt,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
607,LAPHFR,majsfly,sv,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
608,LAPHFR,Кукурузная лиственная совка,ru,,Spodoptera frugiperda,SpodopteraFrugiperda-PHT
609,PRODLI,cluster caterpillar,en,,Spodoptera litura,SpodopteraLitura-PHT
610,PRODLI,cotton leafworm,en,,Spodoptera litura,SpodopteraLitura-PHT
611,PRODLI,cotton worm,en,,Spodoptera litura,SpodopteraLitura-PHT
612,PRODLI,rice cutworm,en,,Spodoptera litura,SpodopteraLitura-PHT
613,PRODLI,tobacco caterpillar,en,,Spodoptera litura,SpodopteraLitura-PHT
614,PRODLI,tobacco cutworm,en,,Spodoptera litura,SpodopteraLittoralis-PHT
615,PRODLI,tobacco cutworm,en,,Spodoptera litura,SpodopteraLitura-PHT
616,PRODLI,tobacco leaf caterpillar,en,,Spodoptera litura,SpodopteraLitura-PHT
617,PRODLI,asiatischer Baumwollwurm,de,,Spodoptera litura,SpodopteraLitura-PHT
618,PRODLI,Baumwollblattraupe,de,,Spodoptera litura,SpodopteraLitura-PHT
619,PRODLI,chenille défoliante,fr,,Spodoptera litura,SpodopteraLitura-PHT
620,PRODLI,noctuelle rayée,fr,,Spodoptera litura,SpodopteraLitura-PHT
621,PRODLI,ver du coton,fr,,Spodoptera litura,SpodopteraLittoralis-PHT
622,PRODLI,ver du coton,fr,,Spodoptera litura,SpodopteraLitura-PHT
623,PRODLI,ver du tabac,fr,,Spodoptera litura,SpodopteraLitura-PHT
624,PRODLI,rosquilla negra,es,,Spodoptera litura,SpodopteraLittoralis-PHT
625,PRODLI,rosquilla negra,es,,Spodoptera litura,SpodopteraLitura-PHT
626,PRODLI,larva bruna con macchie vellutate,it,,Spodoptera litura,SpodopteraLitura-PHT
627,PRODLI,eiernestrups,nl,,Spodoptera litura,SpodopteraLitura-PHT
628,PRODLI,hasumon-yoto,ja,,Spodoptera litura,SpodopteraLitura-PHT
629,PRODLI,pamuk yaprak kurdu,tr,,Spodoptera litura,SpodopteraLitura-PHT
630,PRODLI,haprodenia,he,,Spodoptera litura,SpodopteraLitura-PHT
631,TECASO,Central American potato tuber worm,en,,Tecia solanivora,TeciaSolanivora-PHT
632,TECASO,Guatemalan potato moth,en,,Tecia solanivora,TeciaSolanivora-PHT
633,TECASO,Guatemala-Kartoffelmotte,de,,Tecia solanivora,TeciaSolanivora-PHT
634,TECASO,teigne guatémaltèque de la pomme de terre,fr,,Tecia solanivora,TeciaSolanivora-PHT
635,TECASO,palomilla de la papa,es,,Tecia solanivora,TeciaSolanivora-PHT
636,TECASO,polilla centroamericana,es,,Tecia solanivora,TeciaSolanivora-PHT
637,TECASO,polilla de Guatemala,es,,Tecia solanivora,TeciaSolanivora-PHT
638,TECASO,polilla gigante de la papa,es,,Tecia solanivora,TeciaSolanivora-PHT
639,TECASO,polilla guatemalteca de la papa,es,,Tecia solanivora,TeciaSolanivora-PHT
640,TECASO,aardappelmot,nl,,Tecia solanivora,TeciaSolanivora-PHT
641,TECASO,polila-guatemalteca,pt,,Tecia solanivora,TeciaSolanivora-PHT
642,TECASO,моль картофельная гватемальская,ru,,Tecia solanivora,TeciaSolanivora-PHT
643,ANSTFR,South American fruit fly,en,,Anastrepha fraterculus,AnastrephaFraterculus-PHT
644,ANSTFR,South American fruit fly,en,,Anastrepha fraterculus,Tephritidae-PHT
645,ANSTFR,südamerikanische Fruchtfliege,de,,Anastrepha fraterculus,AnastrephaFraterculus-PHT
646,ANSTFR,mouche des fruits sud-américaine,fr,,Anastrepha fraterculus,AnastrephaFraterculus-PHT
647,ANSTFR,mosca de la ciruela,es,,Anastrepha fraterculus,AnastrephaFraterculus-PHT
648,ANSTFR,mosca del fruto,es,,Anastrepha fraterculus,AnastrephaFraterculus-PHT
649,ANSTFR,mosca sudamericana de la fruta,es,,Anastrepha fraterculus,AnastrephaFraterculus-PHT
650,ANSTFR,mosca-das-frutas-sul-americana,pt,,Anastrepha fraterculus,Tephritidae-PHT
651,ANSTLU,Mexican fruit fly,en,,Anastrepha ludens,AnastrephaLudens-PHT
652,ANSTLU,Mexican fruit fly,en,,Anastrepha ludens,Tephritidae-PHT
653,ANSTLU,mexikanische Fruchtfliege,de,,Anastrepha ludens,AnastrephaLudens-PHT
654,ANSTLU,mouche mexicaine des fruits,fr,,Anastrepha ludens,AnastrephaLudens-PHT
655,ANSTLU,gusano de la fruta,es,,Anastrepha ludens,AnastrephaLudens-PHT
656,ANSTLU,gusano de la naranja,es,,Anastrepha ludens,AnastrephaLudens-PHT
657,ANSTLU,mosca mexicana de la fruta,es,,Anastrepha ludens,AnastrephaLudens-PHT
658,ANSTLU,anastrefa,it,,Anastrepha ludens,AnastrephaLudens-PHT
659,ANSTLU,mosca de la fruta,it,,Anastrepha ludens,AnastrephaObliqua-PHT
660,ANSTLU,mosca de la fruta,it,,Anastrepha ludens,AnastrephaSuspensa-PHT
661,ANSTOB,mosca de la fruta,es,,Anastrepha obliqua,AnastrephaObliqua-PHT
662,ANSTOB,mosca de la fruta,es,,Anastrepha obliqua,AnastrephaSuspensa-PHT
663,ANSTSU,mosca de la fruta,es,,Anastrepha suspensa,AnastrephaObliqua-PHT
664,ANSTSU,mosca de la fruta,es,,Anastrepha suspensa,AnastrephaSuspensa-PHT
665,ANSTOB,Antillean fruit fly,en,,Anastrepha obliqua,AnastrephaObliqua-PHT
666,ANSTOB,West Indian fruit fly,en,,Anastrepha obliqua,AnastrephaObliqua-PHT
667,ANSTOB,westindische Fruchtfliege,de,,Anastrepha obliqua,AnastrephaObliqua-PHT
668,ANSTOB,mouche antillaise des fruits,fr,,Anastrepha obliqua,AnastrephaObliqua-PHT
669,ANSTSU,Caribbean fruit fly,en,,Anastrepha suspensa,AnastrephaSuspensa-PHT
670,ANSTSU,greater Antillean fruit fly,en,,Anastrepha suspensa,AnastrephaSuspensa-PHT
671,ANSTSU,mouche des fruits caribéenne,fr,,Anastrepha suspensa,AnastrephaSuspensa-PHT
672,DACUDO,oriental fruit fly,en,,Bactrocera dorsalis,BactroceraDorsalis-PHT
673,DACUDO,orientalische Fruchtfliege,de,,Bactrocera dorsalis,BactroceraDorsalis-PHT
674,DACUDO,mouche des fruits asiatique,fr,,Bactrocera dorsalis,BactroceraDorsalis-PHT
675,DACUDO,mosca oriental de la fruta,es,,Bactrocera dorsalis,BactroceraDorsalis-PHT
676,DACUDO,mosca-oriental-das-frutas,pt,,Bactrocera dorsalis,Tephritidae-PHT
677,DACUTR,Queensland fruit fly,en,,Bactrocera tryoni,BactroceraTryoni-PHT
678,DACUTR,Queenslandfruchtfliege,de,,Bactrocera tryoni,BactroceraTryoni-PHT
679,DACUTR,mouche des fruits de Queensland,fr,,Bactrocera tryoni,BactroceraTryoni-PHT
680,DACUTS,Japanese orange fly,en,,Bactrocera tsuneonis,BactroceraTsuneonis-PHT
681,DACUTS,Japanese orange fruit fly,en,,Bactrocera tsuneonis,BactroceraTsuneonis-PHT
682,DACUTS,japanische Citrusfruchtfliege,de,,Bactrocera tsuneonis,BactroceraTsuneonis-PHT
683,DACUTS,japanische Mandarinfliege,de,,Bactrocera tsuneonis,BactroceraTsuneonis-PHT
684,DACUTS,mouche du citronnier,fr,,Bactrocera tsuneonis,BactroceraTsuneonis-PHT
685,DACUTS,mikanbae,ja,,Bactrocera tsuneonis,BactroceraTsuneonis-PHT
686,DACUTS,ミカンバエ,ja,,Bactrocera tsuneonis,BactroceraTsuneonis-PHT
687,DACUZO,guava fruit fly,en,,Bactrocera zonata,AnastrephaSuspensa-PHT
688,DACUZO,guava fruit fly,en,,Bactrocera zonata,BactroceraZonata-PHT
689,DACUZO,peach fruit fly,en,,Bactrocera zonata,BactroceraZonata-PHT
690,DACUCI,cucurbit fly,en,,Dacus ciliatus,DacusCiliatus-PHT
691,DACUCI,Ethiopian fruit fly,en,,Dacus ciliatus,DacusCiliatus-PHT
692,DACUCI,lesser melon fly,en,,Dacus ciliatus,DacusCiliatus-PHT
693,DACUCI,lesser pumpkin fly,en,,Dacus ciliatus,DacusCiliatus-PHT
694,DACUCI,mouche éthiopienne des cucurbitacées,fr,,Dacus ciliatus,DacusCiliatus-PHT
695,EPOCCA,currant and gooseberry maggot,en,,Euphranta canadensis,EuphrantaCanadensis-PHT
696,EPOCCA,currant fruit fly,en,,Euphranta canadensis,EuphrantaCanadensis-PHT
697,EPOCCA,yellow currant fly,en,,Euphranta canadensis,EuphrantaCanadensis-PHT
698,EPOCCA,yellow currant fruit fly,en,,Euphranta canadensis,EuphrantaCanadensis-PHT
699,EPOCCA,amerikanische Stachelbeerfruchtfliege,de,,Euphranta canadensis,EuphrantaCanadensis-PHT
700,EPOCCA,mouche du groseillier,fr,,Euphranta canadensis,EuphrantaCanadensis-PHT
701,EPOCCA,ver des grappes de groseille,fr,,Euphranta canadensis,EuphrantaCanadensis-PHT
702,CERTCY,tomato fruit fly,en,,Neoceratitis cyanescens,NeoceratitisCyanescens-PHT
703,CERTQU,Rhodesian fruit fly,en,,Ceratitis quinaria,CeratitisQuinaria-PHT
704,CERTQU,Zimbabwean fruit fly,en,,Ceratitis quinaria,CeratitisQuinaria-PHT
705,CERTRO,Natal fly,en,,Ceratitis rosa,CeratitisRosa-PHT
706,CERTRO,Natal fruit fly,en,,Ceratitis rosa,CeratitisRosa-PHT
707,CERTRO,mouche des fruits du Natal,fr,,Ceratitis rosa,CeratitisRosa-PHT
708,RHACJA,Japanese cherry fruit fly,en,,Euphranta japonica,EuphrantaJaponica-PHT
709,RHACJA,mouche japonaise du cerisier,fr,,Euphranta japonica,EuphrantaJaponica-PHT
710,RHACJA,オオトミバエ,ja,,Euphranta japonica,EuphrantaJaponica-PHT
711,RHAGFA,black cherry fruit fly,en,,Rhagoletis fausta,RhagoletisFausta-PHT
712,RHAGFA,dark cherry fruit fly,en,,Rhagoletis fausta,RhagoletisFausta-PHT
713,RHAGFA,trypète noir des cerises,fr,,Rhagoletis fausta,RhagoletisFausta-PHT
714,RHAGIN,western cherry fruit fly,en,,Rhagoletis indifferens,RhagoletisIndifferens-PHT
715,RHAGME,blueberry maggot,en,,Rhagoletis mendax,RhagoletisMendax-PHT
716,RHAGME,blueberry maggot,en,,Rhagoletis mendax,Tephritidae-PHT
717,RHAGME,mouche du bleuet,fr,,Rhagoletis mendax,RhagoletisMendax-PHT
718,RHAGME,Черничная пестрокрылка,ru,,Rhagoletis mendax,RhagoletisMendax-PHT
719,RHAGPO,apple fruit fly,en,,Rhagoletis pomonella,RhagoletisPomonella-PHT
720,RHAGPO,apple maggot,en,,Rhagoletis pomonella,RhagoletisPomonella-PHT
721,RHAGPO,apple maggot,en,,Rhagoletis pomonella,Tephritidae-PHT
722,RHAGPO,apple maggot fly,en,,Rhagoletis pomonella,RhagoletisPomonella-PHT
723,RHAGPO,apple maggot fly,en,,Rhagoletis pomonella,Tephritidae-PHT
724,RHAGPO,railroad worm,en,,Rhagoletis pomonella,RhagoletisPomonella-PHT
725,RHAGPO,Apfelfliege,de,,Rhagoletis pomonella,RhagoletisPomonella-PHT
726,RHAGPO,Apfelfruchtfliege,de,,Rhagoletis pomonella,RhagoletisPomonella-PHT
727,RHAGPO,Apfelfruchtfliege,de,,Rhagoletis pomonella,Tephritidae-PHT
728,RHAGPO,larve de la pomme,fr,,Rhagoletis pomonella,RhagoletisPomonella-PHT
729,RHAGPO,mouche de la pomme,fr,,Rhagoletis pomonella,RhagoletisPomonella-PHT
730,RHAGPO,mosca de las manzanas,es,,Rhagoletis pomonella,RhagoletisPomonella-PHT
731,RHAGPO,mosca delle mele,it,,Rhagoletis pomonella,RhagoletisPomonella-PHT
732,RHAGPO,äpplefluga,sv,,Rhagoletis pomonella,RhagoletisPomonella-PHT
733,RHAGPO,æbleflue,da,,Rhagoletis pomonella,RhagoletisPomonella-PHT
734,RHAGPO,epleflue,no,,Rhagoletis pomonella,RhagoletisPomonella-PHT
735,RHAGRI,dark currant fly,en,,Rhagoletis ribicola,RhagoletisRibicola-PHT
736,RHAGRI,dark currant fruit fly,en,,Rhagoletis ribicola,RhagoletisRibicola-PHT
737,RHAGSU,walnut husk maggot,en,,Rhagoletis suavis,RhagoletisSuavis-PHT
738,DACUCU,melon fly,en,,Zeugodacus cucurbitae,Tephritidae-PHT
739,DACUCU,melon fly,en,,Zeugodacus cucurbitae,ZeugodacusCucurbitae-PHT
740,DACUCU,melon fruit fly,en,,Zeugodacus cucurbitae,MyiopardalisPardalina-PHT
741,DACUCU,melon fruit fly,en,,Zeugodacus cucurbitae,ZeugodacusCucurbitae-PHT
742,DACUCU,tropische Melonenfliege,de,,Zeugodacus cucurbitae,ZeugodacusCucurbitae-PHT
743,DACUCU,mouche des curcurbitacées,fr,,Zeugodacus cucurbitae,ZeugodacusCucurbitae-PHT
744,DACUCU,mouche du concombre,fr,,Zeugodacus cucurbitae,Tephritidae-PHT
745,DACUCU,mouche du concombre,fr,,Zeugodacus cucurbitae,ZeugodacusCucurbitae-PHT
746,DACUCU,mouche du melon,fr,,Zeugodacus cucurbitae,Tephritidae-PHT
747,DACUCU,mouche du melon,fr,,Zeugodacus cucurbitae,ZeugodacusCucurbitae-PHT
748,DACUCU,mosca del melón,es,,Zeugodacus cucurbitae,ZeugodacusCucurbitae-PHT
749,DACUCU,mosca del melone,it,,Zeugodacus cucurbitae,Tephritidae-PHT
750,DACUCU,mosca del melone,it,,Zeugodacus cucurbitae,ZeugodacusCucurbitae-PHT
751,ARGPLE,citrus codling moth,en,,Thaumatotibia leucotreta,ThaumatotibiaLeucotreta-PHT
752,ARGPLE,false codling moth,en,,Thaumatotibia leucotreta,ThaumatotibiaLeucotreta-PHT
753,ARGPLE,orange codling moth,en,,Thaumatotibia leucotreta,ThaumatotibiaLeucotreta-PHT
754,ARGPLE,orange moth,en,,Thaumatotibia leucotreta,ThaumatotibiaLeucotreta-PHT
755,ARGPLE,faux carpocapse,fr,,Thaumatotibia leucotreta,ThaumatotibiaLeucotreta-PHT
756,THRIPL,oriental thrips,en,,Thrips palmi,ThripsPalmi-PHT
757,THRIPL,palm thrips,en,,Thrips palmi,ThripsPalmi-PHT
758,THRIPL,southern yellow thrips,en,,Thrips palmi,ThripsPalmi-PHT
759,UNASCI,citrus snow scale,en,,Unaspis citri,UnaspisCitri-PHT
760,UNASCI,orange chionaspis,en,,Unaspis citri,UnaspisCitri-PHT
761,UNASCI,white louse scale,en,,Unaspis citri,UnaspisCitri-PHT
762,UNASCI,schneeweiße Citrusschildlaus,de,,Unaspis citri,UnaspisCitri-PHT
763,UNASCI,cochenille blanche du tronc,fr,,Unaspis citri,UnaspisCitri-PHT
764,UNASCI,cochinilla blanca de los citrus,es,,Unaspis citri,UnaspisCitri-PHT
765,UNASCI,escama de nieve de los cítricos,es,,Unaspis citri,UnaspisCitri-PHT
766,UNASCI,piojo blanco de los cítricos,es,,Unaspis citri,UnaspisCitri-PHT
767,UNASCI,piojo harinoso de los cítricos,es,,Unaspis citri,UnaspisCitri-PHT
768,UNASCI,cochonilha-branca-da-laranjeira,pt,,Unaspis citri,DactylopiusCoccus-PHT
769,UNASCI,cochonilha-branca-da-laranjeira,pt,,Unaspis citri,UnaspisCitri-PHT
770,UNASCI,апельсиновая щитовка,ru,,Unaspis citri,UnaspisCitri-PHT
771,XIPHAA,American dagger nematode,en,,Xiphinema americanum sensu stricto,XiphinemaAmericanum-PHT
772,XIPHAA,tobacco ring nematode,en,,Xiphinema americanum sensu stricto,XiphinemaAmericanum-PHT
773,XIPHAA,anguillule xiphinème américain,fr,,Xiphinema americanum sensu stricto,XiphinemaAmericanum-PHT
774,XIPHAA,nematodo daga americano,es,,Xiphinema americanum sensu stricto,XiphinemaAmericanum-PHT
775,XIPHAA,nami-ogata-hari-sentyu,ja,,Xiphinema americanum sensu stricto,XiphinemaAmericanum-PHT
776,AREOX,dwarf mistletoe,en,,Arceuthobium oxycedri,Arceuthobium-PHT
777,BCTV00,curly leaf of sugarbeet,en,,Beet curly top virus,BeetCurlyTopVirus-PHT
778,BCTV00,curly top of beet,en,,Beet curly top virus,BeetCurlyTopVirus-PHT
779,BCTV00,curly top of sugarbeet,en,,Beet curly top virus,BeetCurlyTopVirus-PHT
780,BCTV00,green dwarf of potato,en,,Beet curly top virus,BeetCurlyTopVirus-PHT
781,BCTV00,yellows of tomato,en,,Beet curly top virus,BeetCurlyTopVirus-PHT
782,BCTV00,vírus do encaracolado da beterraba,pt,,Beet curly top virus,BeetCurlyTopVirus-PHT
783,TSVBL0,vírus latente da franboeseira preta,pt,,Tobacco streak virus black raspberry latent strain,TobaccoStreakVirusBlackRaspberryLatentStrain-PHT
784,CCCVD0,cadang cadang,en,,Coconut cadang-cadang viroid,CoconutCadangCadangViroid-PHT
785,CCCVD0,yellow mottling of palms,en,,Coconut cadang-cadang viroid,CoconutCadangCadangViroid-PHT
786,CSNV00,vírus da necrose do caule de crisântemo,pt,,Chrysanthemum stem necrosis virus,ChrysanthemumStemNecrosis-PHT
787,CTV000,bud-union decline of citrus,en,,Citrus tristeza virus,CitrusTristezaVirus-PHT
788,CTV000,die-back of lime,en,,Citrus tristeza virus,CitrusTristezaVirus-PHT
789,CTV000,quick decline of citrus,en,,Citrus tristeza virus,CitrusTristezaVirus-PHT
790,CTV000,seedling yellows of citrus,en,,Citrus tristeza virus,CitrusTristezaVirus-PHT
791,CTV000,stem pitting of grapefruit,en,,Citrus tristeza virus,CitrusTristezaVirus-PHT
792,CTV000,tristeza of citrus,en,,Citrus tristeza virus,CitrusTristezaVirus-PHT
793,CTV000,Tristeza-Krankheit,de,,Citrus tristeza virus,CitrusTristezaVirus-PHT
794,CTV000,tristeza des agrumes,fr,,Citrus tristeza virus,CitrusTristezaVirus-PHT
795,CTV000,podredumbre de la raicillas de los cítricos,es,,Citrus tristeza virus,CitrusTristezaVirus-PHT
796,CTV000,tristeza de los agrios,es,,Citrus tristeza virus,CitrusTristezaVirus-PHT
797,CTV000,tristeza de los cítricos,es,,Citrus tristeza virus,CitrusTristezaVirus-PHT
798,CTV000,vírus da tristeza dos citrinos,pt,,Citrus tristeza virus,CitrusTristezaVirus-PHT
799,CILV00,citrus leprosis,en,,Citrus leprosis disease,CitrusLeprosisVirus-PHT
800,CILVC0,citrus leprosis,en,,Citrus leprosis virus C,CitrusLeprosisVirus-PHT
801,CILVC2,citrus leprosis,en,,Citrus leprosis virus C2,CitrusLeprosisVirus-PHT
802,HGSV20,citrus leprosis,en,,Hibiscus green spot virus 2,CitrusLeprosisVirus-PHT
803,CILV00,leprosis of citrus,en,,Citrus leprosis disease,CitrusLeprosisVirus-PHT
804,CILV00,léprose des agrumes,fr,,Citrus leprosis disease,CitrusLeprosisVirus-PHT
805,CILV00,lepra explosiva de los cítricos,es,,Citrus leprosis disease,CitrusLeprosisVirus-PHT
806,CILV00,leprose-dos-citros,pt,,Citrus leprosis disease,CitrusLeprosisVirus-PHT
807,PHYP56,bronze leaf wilt of coconut,en,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingPhytoplasmas-PHT
808,PHYP56,lethal yellowing of coconut,en,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingPhytoplasmas-PHT
809,PHYP56,jaunisse létale des palmiers,fr,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingPhytoplasmas-PHT
810,PHYP56,jaunissement mortel du cocotier,fr,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingPhytoplasmas-PHT
811,PHYP56,pourriture du bourgeon terminal du cocotier,fr,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingPhytoplasmas-PHT
812,PHYP56,amarillamiento letal del cocotero,es,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingPhytoplasmas-PHT
813,PHYP56,amarillo letal de las palmeras,es,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingPhytoplasmas-PHT
814,PHYP56,pudrición del cogollo,es,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingPhytoplasmas-PHT
815,PHYP56,fitoplasma do amarelecimento letal da palmeira,pt,,Coconut lethal yellowing phytoplasma,PalmLethalYellowingPhytoplasmas-PHT
816,APLV00,vírus latente andino da batateira,pt,,Andean potato latent virus,AndeanPotatoLatentVirus-PHT
817,APMOV0,Andean mottle of potato,en,,Andean potato mottle virus,AndeanPotatoMottleVirus-PHT
818,APMOV0,vírus marmoreado andino da batateira,pt,,Andean potato mottle virus,AndeanPotatoMottleVirus-PHT
819,PBRSV0,Andean calico of potato,en,,Potato black ringspot virus,PotatoBlackRingspotVirus-PHT
820,PBRSV0,calico de la pomme de terre,fr,,Potato black ringspot virus,PotatoBlackRingspotVirus-PHT
