,EPPO_CODE,EFSA_PHT,NCBI_TAXID,preferred_name,synonym,re,ds_language,match_language
1493,ANTHSI,,,Anthonomus signatus,Anthonomus bisignatus,,,
1494,ANTHSI,,,Anthonomus signatus,Anthonomus pallidus,,,
1495,ANTHSI,AnthonomusSignatus-PHT,,Anthonomus signatus,Anthonomus scutellatus,Anthonomus scutellatus,,
1496,ARRHMI,,,Arrhenodes minutus,Arrenodes minutus,,,
1497,ARRHMI,,,Arrhenodes minutus,Brentus brunneus,,,
1498,ARRHMI,,,Arrhenodes minutus,Brentus minutus,,,
1499,ARRHMI,,,Arrhenodes minutus,Brentus mucillosus,,,
1500,ARRHMI,,,Arrhenodes minutus,Brentus septentrionis,,,
1501,ARRHMI,,,Arrhenodes minutus,Curculio minutus,,,
1502,ARRHMI,,,Arrhenodes minutus,Eupsalis lecontei,,,
1503,ARRHMI,,,Arrhenodes minutus,Eupsalis minuta,,,
1504,ARRHMI,,,Arrhenodes minutus,Eupsalis sallei,,,
1505,ARRHMI,,,Arrhenodes minutus,Platysystrophus minutus,,,
1506,ASCXEP,,,Aschistonyx eppoi,nan,,,
1507,PARZCO,,ncbi:290155,Bactericera cockerelli,Paratrioza cockerelli,,,
1508,PARZCO,,ncbi:290155,Bactericera cockerelli,Trioza cockerelli,,,
1509,BEMITA,,ncbi:7038,Bemisia tabaci,Aleurodes tabaci,,,
1510,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia achyranthes,,,
1511,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia bahiana,,,
1512,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia emiliae,,,
1513,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia goldingi,,,
1514,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia gossypiperda,,,
1515,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia hibisci,,,
1516,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia inconspicua,,,
1517,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia longispina,,,
1518,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia lonicerae,,,
1519,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia manihotis,,,
1520,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia minima,,,
1521,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia minuscula,,,
1522,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia nigeriensis,,,
1523,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia rhodesiaensis,,,
1524,BEMITA,,ncbi:7038,Bemisia tabaci,Bemisia vayssieri,,,
1525,CARSSA,,ncbi:252295,Carposina sasakii,Carpocapsa persicana,,,
1526,CARSSA,,ncbi:252295,Carposina sasakii,Carposina persicana,,,
1527,1CHONG,,ncbi:7140,Choristoneura,nan,,,
1528,1CICDF,,ncbi:30102,Cicadellidae,nan,,,
1529,CARNFU,,,Xyphon fulgidum,Carneocephala fulgida,,,
1530,CARNFU,,,Xyphon fulgidum,Xyphon fulgida,,,
1531,DRAEMI,,,Draeculacephala minerva,nan,,,
1532,GRCPAT,,ncbi:36148,Graphocephala atropunctata,Hordnia circellata,,,
1533,GRCPAT,,ncbi:36148,Graphocephala atropunctata,Neokolla circellata,,,
1534,GRCPAT,,ncbi:36148,Graphocephala atropunctata,Tettigonia atropunctata,,,
1535,GRCPAT,,ncbi:36148,Graphocephala atropunctata,Tettigonia circellata,,,
1536,HOMLTR,,ncbi:197043,Homalodisca vitripennis,Homalodisca coagulata,,,
1537,HOMLTR,,ncbi:197043,Homalodisca vitripennis,Homalodisca triquetra,,,
1538,HOMLTR,,ncbi:197043,Homalodisca vitripennis,Tettigonia coagulata,,,
1539,HOMLTR,,ncbi:197043,Homalodisca vitripennis,Tettigonia vitripennis,,,
1540,CONHNE,,ncbi:122892,Conotrachelus nenuphar,nan,,,
1541,DENDSI,,,Dendrolimus sibiricus,Dendrolimus laricis,,,
1542,DENDSI,,,Dendrolimus sibiricus,Dendrolimus superans sibiricus,,,
1543,DIABLO,,ncbi:50386,Diabrotica barberi,Diabrotica longicornis barberi,,,
1544,DIABUH,,ncbi:50388,Diabrotica undecimpunctata howardi,Crioceris sexpunctata,,,
1545,DIABUH,,ncbi:50388,Diabrotica undecimpunctata howardi,Diabrotica duodecimpunctata,,,
1546,DIABUH,,ncbi:50388,Diabrotica undecimpunctata howardi,Diabrotica sexpunctata,,,
1547,DIABUN,,ncbi:133119,Diabrotica undecimpunctata undecimpunctata,Diabrotica soror,,,
1548,DIABUN,,ncbi:50387,Diabrotica undecimpunctata,Diabrotica undecimpunctata,,,
1549,DIABVZ,,ncbi:96243,Diabrotica virgifera zeae,nan,,,
1550,DIAACI,,ncbi:121845,Diaphorina citri,Euphalerus citri,,,
1551,EOTELE,,,Eotetranychus lewisi,Tetranychus lewisi,,,
1552,CYDIIN,,,Grapholita inopinata,Cydia inopinata,,,
1553,CYDIIN,,,Grapholita inopinata,Grapholita cerasana,,,
1554,CYDIIN,,,Grapholita inopinata,Laspeyresia prunifoliae,,,
1555,LASPPA,,ncbi:293345,Grapholita packardi,Cydia packardi,,,
1556,LASPPA,,ncbi:293345,Grapholita packardi,Enarmonia packardi,,,
1557,LASPPA,,ncbi:293345,Grapholita packardi,Enarmonia pyricolana,,,
1558,LASPPA,,ncbi:293345,Grapholita packardi,Laspeyresia packardi,,,
1559,LASPPA,,ncbi:293345,Grapholita packardi,Laspeyresia pyricolana,,,
1560,LASPPA,,ncbi:293345,Grapholita packardi,Steganoptycha pyricolana,,,
1561,LASPPR,,ncbi:293341,Grapholita prunivora,Cydia prunivora,,,
1562,LASPPR,,ncbi:293341,Grapholita prunivora,Enarmonia prunivora,,,
1563,LASPPR,,ncbi:293341,Grapholita prunivora,Epinotia prunivora,,,
1564,LASPPR,,ncbi:293341,Grapholita prunivora,Laspeyresia prunivora,,,
1565,LASPPR,,ncbi:293341,Grapholita prunivora,Semasia prunivora,,,
1566,HELIZE,,ncbi:7113,Helicoverpa zea,Bombyx obsoleta,,,
1567,HELIZE,,ncbi:7113,Helicoverpa zea,Heliothis umbrosa,,,
1568,HELIZE,,ncbi:7113,Helicoverpa zea,Heliothis zea,,,
1569,HELIZE,,ncbi:7113,Helicoverpa zea,Phalaena zea,,,
1570,HISHPH,,,Hishimonus phycitis,Cestius phycitis,,,
1571,HISHPH,,,Hishimonus phycitis,Eutettix lugubris,,,
1572,HISHPH,,,Hishimonus phycitis,Eutettix phycitis,,,
1573,HISHPH,,,Hishimonus phycitis,Hishimonus orientalis,,,
1574,GNORLY,,,Keiferia lycopersicella,Eucatoptus lycopersicella,,,
1575,GNORLY,,,Keiferia lycopersicella,Gnorimoschema lycopersicella,,,
1576,GNORLY,,,Keiferia lycopersicella,Phthorimaea lycopersicella,,,
1577,LOPLJA,,,Lopholeucaspis japonica,Leucaspis hydrangeae,,,
1578,LOPLJA,,,Lopholeucaspis japonica,Leucaspis japonica darwinensis,,,
1579,LIRISA,,ncbi:127406,Liriomyza sativae,Lemurimyza lycopersicae,,,
1580,LIRISA,,ncbi:127406,Liriomyza sativae,Liriomyza canomarginis,,,
1581,LIRISA,,ncbi:127406,Liriomyza sativae,Liriomyza guytona,,,
1582,LIRISA,,ncbi:127406,Liriomyza sativae,Liriomyza minutiseta,,,
1583,LIRISA,,ncbi:127406,Liriomyza sativae,Liriomyza munda,,,
1584,LIRISA,,ncbi:127406,Liriomyza sativae,Liriomyza propepusilla,,,
1585,LIRISA,,ncbi:127406,Liriomyza sativae,Liriomyza pullata,,,
1586,LIRISA,,ncbi:127406,Liriomyza sativae,Liriomyza subpusilla,,,
1587,LIRISA,,ncbi:127406,Liriomyza sativae,Liriomyza verbenicola,,,
1588,HYROBO,ListronotusBonariensis-PHT,ncbi:292309,Listronotus bonariensis,Hyperodes bonariensis,Hyperodes bonariensis,,
1589,HYROBO,ListronotusBonariensis-PHT,ncbi:292309,Listronotus bonariensis,Hyperodes griseus,Hyperodes griseus,,
1590,HYROBO,ListronotusBonariensis-PHT,ncbi:292309,Listronotus bonariensis,Neobagous setosus,Neobagous setosus,,
1591,1MARGG,,,Margarodes,nan,,,
1592,MARGPR,,,Margarodes prieskaensis,Sphaeraspis prieskaensis,,,
1593,MARGVI,,,Margarodes vitis,Coccionella vitis,,,
1594,MARGVI,,,Margarodes vitis,Margarodes vitium,,,
1595,MARGVI,,,Margarodes vitis,Sphaeraspis vitis,,,
1596,MARGVR,,,Margarodes vredendalensis,nan,,,
1597,1MONCG,,ncbi:192381,Monochamus,nan,,,
1598,MYNDCR,,,Haplaxius crudus,Myndus cocois,,,
1599,MYNDCR,,,Haplaxius crudus,Myndus crudus,,,
1600,MYNDCR,,,Haplaxius crudus,Paramyndus cocois,,,
1601,GRAGLE,,,Naupactus leucoloma,Graphognathus leucoloma,,,
1602,GRAGLE,,,Naupactus leucoloma,Pantomorus leucoloma,,,
1603,NEOLEL,,,Neoleucinodes elegantalis,Leucinodes elegantalis,,,
1604,OEMOHI,,,Oemona hirta,Isodera villosa,,,
1605,OEMOHI,,,Oemona hirta,Oemona humilis,,,
1606,OEMOHI,,,Oemona hirta,Oemona villosa,,,
1607,OEMOHI,,,Oemona hirta,Saperda hirta,,,
1608,OEMOHI,,,Oemona hirta,Saperda villosa,,,
1609,OLIGPD,,,Oligonychus perditus,Oligonychus chamaecyparisae,,,
1610,PISOFA,,,Pissodes fasciatus,nan,,,
1611,PISONE,,ncbi:54546,Pissodes nemorensis,Pissodes approximatus,,,
1612,PISONE,,ncbi:54546,Pissodes nemorensis,Pissodes canadensis,,,
1613,PISONE,,ncbi:54546,Pissodes nemorensis,Pissodes deodarae,,,
1614,PISONI,,,Pissodes nitidus,nan,,,
1615,PISOPU,,,Pissodes punctatus,nan,,,
1616,PISOST,,ncbi:49927,Pissodes strobi,Pissodes engelmanni,,,
1617,PISOST,,ncbi:49927,Pissodes strobi,Pissodes sitchensis,,,
1618,PISOTE,,ncbi:54548,Pissodes terminalis,nan,,,
1619,PISOYU,,,Pissodes yunnanensis,nan,,,
1620,POLGPR,,,Polygraphus proximus,Polygraphus laticollis,,,
1621,POLGPR,,,Polygraphus proximus,Polygraphus magnus,,,
1622,POLGPR,,,Polygraphus proximus,Polygraphus miser,,,
1623,POLGPR,,,Polygraphus proximus,Polygraphus nigricans,,,
1624,POLGPR,,,Polygraphus proximus,Polygraphus oblongus,,,
1625,1PREMG,,,Premnotrypes,nan,,,
1626,PSDPMI,,,Pseudopityophthorus minutissimus,Crypturgus minutissimus,,,
1627,PSDPPR,,,Pseudopityophthorus pruinosus,Pityophthorus pruinosus,,,
1628,PSDPPR,,,Pseudopityophthorus pruinosus,Pityophthorus querciperda,,,
1629,PSDPPR,,,Pseudopityophthorus pruinosus,Pityophthorus tomentosus,,,
1630,PSDPPR,,,Pseudopityophthorus pruinosus,Pseudopityophthorus convexus,,,
1631,PSDPPR,,,Pseudopityophthorus pruinosus,Pseudopityophthorus pulvereus,,,
1632,PSDPPR,,,Pseudopityophthorus pruinosus,Pseudopityophthorus tropicalis,,,
1633,RHIOHI,,ncbi:249516,Rhizoecus hibisci,Rhizoecus hibisci,,,
1634,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,Calandra palmarum,,,
1635,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,Cordyle barbirostris,,,
1636,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,Curculio palmarum,,,
1637,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,Rhynchophorus barbirostris,,,
1638,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,Rhynchophorus cycadis,,,
1639,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,Rhynchophorus depressus,,,
1640,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,Rhynchophorus languinosus,,,
1641,SAPECN,,,Saperda candida,Saperda bipunctata,,,
1642,SAPECN,,,Saperda candida,Saperda bivittata,,,
1643,SCITAU,,,Scirtothrips aurantii,Scirtothrips acaciae,,,
1644,SCITCI,,,Scirtothrips citri,Euthrips citri,,,
1645,SCITDO,,ncbi:163899,Scirtothrips dorsalis,Anaphothrips andreae,,,
1646,SCITDO,,ncbi:163899,Scirtothrips dorsalis,Anaphothrips dorsalis,,,
1647,SCITDO,,ncbi:163899,Scirtothrips dorsalis,Anaphothrips fragariae,,,
1648,SCITDO,,ncbi:163899,Scirtothrips dorsalis,Heliothrips minutissimus,,,
1649,SCITDO,,ncbi:163899,Scirtothrips dorsalis,Neophysopus fragariae,,,
1650,SCITDO,,ncbi:163899,Scirtothrips dorsalis,Scirtothrips dorsalis padmae,,,
1651,1SCOLF,,,Scolytidae,nan,,,
1652,PRODER,,ncbi:37547,Spodoptera eridania,Laphygma eridania,,,
1653,PRODER,,ncbi:37547,Spodoptera eridania,Prodenia eridania,,,
1654,PRODER,,ncbi:37547,Spodoptera eridania,Xylomyges eridania,,,
1655,LAPHFR,,ncbi:7108,Spodoptera frugiperda,Laphygma frugiperda,,,
1656,PRODLI,,ncbi:69820,Spodoptera litura,Prodenia litura,,,
1657,TECASO,,,Tecia solanivora,Scrobipalpopsis solanivora,,,
1658,1TEPHF,,ncbi:7211,Tephritidae,nan,,,
1659,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Acrotoxa fraterculus,,,
1660,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Anastrepha braziliensis,,,
1661,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Anastrepha costarukmanii,,,
1662,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Anastrepha fraterculus var. soluta,,,
1663,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Anastrepha lambayecae,,,
1664,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Anastrepha peruviana,,,
1665,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Anastrepha pseudofraterculus,,,
1666,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Anastrepha scholae,,,
1667,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Anastrepha soluta,,,
1668,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Anthomyia frutalis,,,
1669,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Dacus fraterculus,,,
1670,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Tephritis mellea,,,
1671,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Trypeta fraterculus,,,
1672,ANSTFR,,ncbi:95504,Anastrepha fraterculus,Trypeta unicolor,,,
1673,ANSTLU,,ncbi:28586,Anastrepha ludens,Acrotoxa ludens,,,
1674,ANSTLU,,ncbi:28586,Anastrepha ludens,Anastrepha lathana,,,
1675,ANSTLU,,ncbi:28586,Anastrepha ludens,Trypeta ludens,,,
1676,ANSTOB,,ncbi:95512,Anastrepha obliqua,Acrotoxa obliqua,,,
1677,ANSTOB,,ncbi:95512,Anastrepha obliqua,Anastrepha fraterculus mombinpraeoptans,,,
1678,ANSTOB,,ncbi:95512,Anastrepha obliqua,Anastrepha fraterculus var. ligata,,,
1679,ANSTOB,,ncbi:95512,Anastrepha obliqua,Anastrepha fraterculus var. mombinpraeoptans,,,
1680,ANSTOB,,ncbi:95512,Anastrepha obliqua,Anastrepha trinidadensis,,,
1681,ANSTOB,,ncbi:95512,Anastrepha obliqua,Tephritis obliqua,,,
1682,ANSTOB,,ncbi:95512,Anastrepha obliqua,Trypeta obliqua,,,
1683,ANSTSU,,ncbi:28587,Anastrepha suspensa,Acrotoxa suspensa,,,
1684,ANSTSU,,ncbi:28587,Anastrepha suspensa,Anastrepha longimacula,,,
1685,ANSTSU,,ncbi:28587,Anastrepha suspensa,Anastrepha unipuncta,,,
1686,ANSTSU,,ncbi:28587,Anastrepha suspensa,Trypeta suspensa,,,
1687,DACUDO,,ncbi:27457,Bactrocera dorsalis,Bactrocera invadens,,,
1688,DACUDO,,ncbi:27457,Bactrocera dorsalis,Bactrocera papayae,,,
1689,DACUDO,,ncbi:27457,Bactrocera dorsalis,Bactrocera philippinensis,,,
1690,DACUDO,,ncbi:27457,Bactrocera dorsalis,Chaetodacus dorsalis,,,
1691,DACUDO,,ncbi:27457,Bactrocera dorsalis,Chaetodacus ferrugineus,,,
1692,DACUDO,,ncbi:27457,Bactrocera dorsalis,Chaetodacus ferrugineus dorsalis,,,
1693,DACUDO,,ncbi:27457,Bactrocera dorsalis,Chaetodacus ferrugineus okinawanus,,,
1694,DACUDO,,ncbi:27457,Bactrocera dorsalis,Dacus dorsalis,,,
1695,DACUDO,,ncbi:27457,Bactrocera dorsalis,Dacus ferrugineus,,,
1696,DACUDO,,ncbi:27457,Bactrocera dorsalis,Dacus ferrugineus dorsalis,,,
1697,DACUDO,,ncbi:27457,Bactrocera dorsalis,Dacus ferrugineus okinawanus,,,
1698,DACUDO,,ncbi:27457,Bactrocera dorsalis,Strumeta dorsalis,,,
1699,DACUTR,,ncbi:59916,Bactrocera tryoni,Chaetodacus tryoni,,,
1700,DACUTR,,ncbi:59916,Bactrocera tryoni,Dacus ferrugineus tryoni,,,
1701,DACUTR,,ncbi:59916,Bactrocera tryoni,Dacus tryoni,,,
1702,DACUTR,,ncbi:59916,Bactrocera tryoni,Strumeta tryoni,,,
1703,DACUTR,,ncbi:59916,Bactrocera tryoni,Tephritis tryoni,,,
1704,DACUTS,,ncbi:104691,Bactrocera tsuneonis,Dacus cheni,,,
1705,DACUTS,,ncbi:104691,Bactrocera tsuneonis,Dacus tsuneonis,,,
1706,DACUTS,,ncbi:104691,Bactrocera tsuneonis,Tetradacus tsuneonis,,,
1707,DACUZO,,ncbi:137042,Bactrocera zonata,Dacus zonatus,,,
1708,DACUZO,,ncbi:137042,Bactrocera zonata,Dasyneura zonata,,,
1709,DACUZO,,ncbi:137042,Bactrocera zonata,Rivellia persicae,,,
1710,DACUZO,,ncbi:137042,Bactrocera zonata,Strumeta zonata,,,
1711,DACUCI,,ncbi:194918,Dacus ciliatus,Dacus apoxanthus decolor,,,
1712,DACUCI,,ncbi:194918,Dacus ciliatus,Dacus brevistylus,,,
1713,DACUCI,,ncbi:194918,Dacus ciliatus,Dacus cocciniae,,,
1714,DACUCI,,ncbi:194918,Dacus ciliatus,Dacus insistens,,,
1715,DACUCI,,ncbi:194918,Dacus ciliatus,Dacus sexmaculatus,,,
1716,DACUCI,,ncbi:194918,Dacus ciliatus,Dacus sigmoides,,,
1717,DACUCI,,ncbi:194918,Dacus ciliatus,Didacus brevistylus,,,
1718,DACUCI,,ncbi:194918,Dacus ciliatus,Didacus ciliatus,,,
1719,DACUCI,,ncbi:194918,Dacus ciliatus,Leptoxyda ciliata,,,
1720,DACUCI,,ncbi:194918,Dacus ciliatus,Tridacus malleyi,,,
1721,EPOCCA,,ncbi:43401,Euphranta canadensis,Epochra canadensis,,,
1722,EPOCCA,,ncbi:43401,Euphranta canadensis,Trypeta canadensis,,,
1723,EPOCCA,,ncbi:43401,Euphranta canadensis,Trypeta lunifera,,,
1724,CERTCY,,ncbi:194920,Neoceratitis cyanescens,Pardalaspis cyanescens,,,
1725,CERTCY,,ncbi:194920,Neoceratitis cyanescens,Perilampsis bourbonica,,,
1726,CERTCY,,ncbi:194920,Neoceratitis cyanescens,Trirhithromyia cyanescens,,,
1727,CERTQU,,,Ceratitis quinaria,Pardalaspis quinaria,,,
1728,CERTRO,,ncbi:56958,Ceratitis rosa,Pterandrus rosa,,,
1729,RHACJA,,,Euphranta japonica,Rhacochlaena japonica,,,
1730,RHAGFA,,ncbi:43421,Rhagoletis fausta,Rhagoletis intrudens,,,
1731,RHAGFA,,ncbi:43421,Rhagoletis fausta,Spilographa fausta,,,
1732,RHAGFA,,ncbi:43421,Rhagoletis fausta,Trypeta fausta,,,
1733,RHAGFA,,ncbi:43421,Rhagoletis fausta,Zonosema fausta,,,
1734,RHAGIN,,ncbi:43413,Rhagoletis indifferens,Rhagoletis cingulata indifferens,,,
1735,RHAGME,,ncbi:33396,Rhagoletis mendax,Spilographa mendax,,,
1736,RHAGME,,ncbi:33396,Rhagoletis mendax,Zonosema mendax,,,
1737,RHAGPO,,ncbi:28610,Rhagoletis pomonella,Spilographa pomonella,,,
1738,RHAGPO,,ncbi:28610,Rhagoletis pomonella,Trypeta pomonella,,,
1739,RHAGPO,,ncbi:28610,Rhagoletis pomonella,Zonosema pomonella,,,
1740,RHAGRI,,ncbi:43417,Rhagoletis ribicola,Spilographa ribicola,,,
1741,RHAGRI,,ncbi:43417,Rhagoletis ribicola,Zonosema ribicola,,,
1742,RHAGSU,,ncbi:43410,Rhagoletis suavis,Trypeta suavis,,,
1743,DACUCU,,ncbi:28588,Zeugodacus cucurbitae,Bactrocera cucurbitae,,,
1744,DACUCU,,ncbi:28588,Zeugodacus cucurbitae,Chaetodacus cucurbitae,,,
1745,DACUCU,,ncbi:28588,Zeugodacus cucurbitae,Dacus aureus,,,
1746,DACUCU,,ncbi:28588,Zeugodacus cucurbitae,Dacus cucurbitae,,,
1747,DACUCU,,ncbi:28588,Zeugodacus cucurbitae,Dacus yuiliensis,,,
1748,DACUCU,,ncbi:28588,Zeugodacus cucurbitae,Strumeta cucurbitae,,,
1749,ARGPLE,,,Thaumatotibia leucotreta,Argyroploce leucotreta,,,
1750,ARGPLE,,,Thaumatotibia leucotreta,Cryptophlebia leucotreta,,,
1751,THRIPL,,ncbi:161013,Thrips palmi,Chloethrips aureus,,,
1752,THRIPL,,ncbi:161013,Thrips palmi,Thrips clarus,,,
1753,THRIPL,,ncbi:161013,Thrips palmi,Thrips gossypicola,,,
1754,THRIPL,,ncbi:161013,Thrips palmi,Thrips gracilis,,,
1755,THRIPL,,ncbi:161013,Thrips palmi,Thrips leucadophilus,,,
1756,UNASCI,,,Unaspis citri,Chionaspis citri,,,
1757,UNASCI,,,Unaspis citri,Dinaspis veitchi,,,
1758,UNASCI,,,Unaspis citri,Prontaspis citri,,,
1759,1HIRSG,,ncbi:46009,Hirschmanniella,nan,,,
1760,HIRSBE,,,Hirschmanniella behningi,nan,,,
1761,HIRSGR,,,Hirschmanniella gracilis,nan,,,
1762,HIRSLO,,,Hirschmanniella loofi,nan,,,
1763,HIRSZO,,,Hirschmanniella zostericola,nan,,,
1764,LONGDI,,ncbi:241697,Longidorus diadecturus,nan,,,
1765,NACOBA,,ncbi:46008,Nacobbus aberrans,Anguillulina aberrans,,,
1766,NACOBA,,ncbi:46008,Nacobbus aberrans,Nacobbus batatiformis,,,
1767,NACOBA,,ncbi:46008,Nacobbus aberrans,Nacobbus serendipiticus,,,
1768,NACOBA,,ncbi:230733,Nacobbus bolivianus,Nacobbus serendipiticus bolivianus,,,
1769,XIPHAA,,,Xiphinema americanum sensu stricto,Tylencholaimus americanus,,,
1770,XIPHAA,,ncbi:208518,Xiphinema americanum,Xiphinema americanum,,,
1771,XIPHBC,,,Xiphinema bricolense,nan,,,
1772,XIPHCA,,ncbi:286753,Xiphinema californicum,nan,,,
1773,XIPHNA,,,Xiphinema neoamericanum,Xiphinema inaequale,,,
1774,XIPHRI,,ncbi:70223,Xiphinema rivesi,nan,,,
1775,XIPHTA,,,Xiphinema tarjanense,nan,,,
1776,1AREG,,ncbi:27219,Arceuthobium,nan,,,
1777,AREAZ,,ncbi:229696,Arceuthobium azoricum,nan,,,
1778,AREOX,,ncbi:35989,Arceuthobium oxycedri,Viscum oxycedri,,,
1779,BCTV00,,ncbi:10840,Beet curly top virus,BCTV,,,
1780,BCTV00,,ncbi:10840,Beet curly top virus,Beet curly top curtovirus,,,
1781,BCTV00,,ncbi:10840,Beet curly top virus,Potato green dwarf virus,,,
1782,BCTV00,,ncbi:10840,Beet curly top virus,Sugarbeet curly leaf virus,,,
1783,BCTV00,,ncbi:10840,Beet curly top virus,Sugarbeet virus 1,,,
1784,BCTV00,,ncbi:10840,Beet curly top virus,Tomato yellows virus,,,
1785,BCTV00,,ncbi:10840,Beet curly top virus,Western yellow blight virus,,,
1786,TSVBL0,,,Tobacco streak virus black raspberry latent strain,Black raspberry latent ilarvirus,,,
1787,TSVBL0,,,Tobacco streak virus black raspberry latent strain,Black raspberry latent virus,,,
1788,TSVBL0,,,Tobacco streak virus black raspberry latent strain,New Logan virus,,,
1789,TSVBL0,,,Tobacco streak virus black raspberry latent strain,Tobacco streak ilarvirus black raspberry latent strain,,,
1790,TSVBL0,,,Tobacco streak virus black raspberry latent strain,TSVBL,,,
1791,CCCVD0,,ncbi:36453,Coconut cadang-cadang viroid,CCCVd,,,
1792,CCCVD0,,ncbi:36453,Coconut cadang-cadang viroid,Coconut cadang-cadang cocadviroid,,,
1793,CCCVD0,,ncbi:36453,Coconut cadang-cadang viroid,Palm cadang-cadang viroid,,,
1794,CSNV00,,ncbi:83871,Chrysanthemum stem necrosis virus,Chrysanthemum stem necrosis orthotospovirus,,,
1795,CSNV00,,ncbi:83871,Chrysanthemum stem necrosis virus,Chrysanthemum stem necrosis tospovirus,,,
1796,CSNV00,,ncbi:83871,Chrysanthemum stem necrosis virus,CSNV,,,
1797,CTV000,,ncbi:12162,Citrus tristeza virus,Citrus tristeza closterovirus,,,
1798,CTV000,,ncbi:12162,Citrus tristeza virus,CTV,,,
1799,CILV00,,,Citrus leprosis disease,nan,,,
1800,CILVC0,,,Citrus leprosis virus C,CiLV-C,,,
1801,CILVC2,,,Citrus leprosis virus C2,CiLV-C2,,,
1802,HGSV20,,,Hibiscus green spot virus 2,HGSV-2,,,
1803,PHYP56,,ncbi:39646,Palm lethal yellowing phytoplasma,Palm lethal yellowing phytoplasma,,,
1804,PHYP56,,ncbi:85624,16SrIV (Coconut lethal yellows group),Phytoplasma palmae,,,
1805,APLV00,,ncbi:73819,Andean potato latent virus,Andean potato latent tymovirus,,,
1806,APLV00,,ncbi:73819,Andean potato latent virus,APLV,,,
1807,APLV00,,ncbi:73819,Andean potato latent virus,Potato Andean latent tymovirus,,,
1808,APLV00,,ncbi:73819,Andean potato latent virus,Potato Andean latent virus,,,
1809,APMOV0,,ncbi:12259,Andean potato mottle virus,Andean potato mottle comovirus,,,
1810,APMOV0,,ncbi:12259,Andean potato mottle virus,APMoV,,,
1811,APMOV0,,ncbi:12259,Andean potato mottle virus,Potato Andean mottle comovirus,,,
1812,APMOV0,,ncbi:12259,Andean potato mottle virus,Potato Andean mottle virus,,,
1813,AVBO00,,,Arracacha virus B oca strain,Arracacha B cheravirus oca strain,,,
1814,AVBO00,,,Arracacha virus B oca strain,AVBO,,,
1815,PBRSV0,,ncbi:257464,Potato black ringspot virus,PBRSV,,,
1816,PBRSV0,,ncbi:257464,Potato black ringspot virus,Potato Andean calico virus,,,
1817,PBRSV0,,ncbi:257464,Potato black ringspot virus,Potato black ringspot nepovirus,,,
1818,PBRSV0,,ncbi:257464,Potato black ringspot virus,Tobacco ringspot nepovirus  Andean calico strain,,,
1819,PBRSV0,,ncbi:257464,Potato black ringspot virus,Tobacco ringspot virus Andean calico strain,,,
1820,PVT000,,ncbi:36403,Potato virus T,Potato T capillovirus,,,
1821,PVT000,,ncbi:36403,Potato virus T,Potato T trichovirus,,,
1822,PVT000,,ncbi:36403,Potato virus T,PVT,,,
1823,PVA000,,ncbi:12215,Potato virus A,Potato A potyvirus,,,
1824,PVA000,,ncbi:12215,Potato virus A,PVA,,,
1825,PVM000,,ncbi:12167,Potato virus M,Potato M carlavirus,,,
1826,PVM000,,ncbi:12167,Potato virus M,Potato paracrinkle virus,,,
1827,PVM000,,ncbi:12167,Potato virus M,PVM,,,
1828,PVS000,,ncbi:12169,Potato virus S,Potato S carlavirus,,,
1829,PVS000,,ncbi:12169,Potato virus S,PVS,,,
1830,PVV000,,ncbi:40640,Potato virus V,Potato V potyvirus,,,
1831,PVV000,,ncbi:37477,Prairie vole hantavirus,PVV,,,
